"cluster" "jaccard" "cohort"
"N_21" 0.437065148640101 "N"
"N_22" 0.667304015296367 "N"
"N_22" 0.509375 "N"
"N_22" 0.2796296 "N"
"N_22" 0.279251170046802 "N"
"N_22" 0.260978670012547 "N"
"N_23" 0.634 "N"
"N_23" 0.421201413427562 "N"
"N_23" 0.395148669796557 "N"
"N_23" 0.374875373878365 "N"
"N_23" 0.336030204962244 "N"
"N_24" 0.475915221579961 "N"
"N_24" 0.326660600545951 "N"
"N_24" 0.303048416019127 "N"
"N_24" 0.281873373807459 "N"
"N_24" 0.279424216765453 "N"
"N_25" 0.473130841121495 "N"
"N_25" 0.392290249433107 "N"
"N_25" 0.351299326275265 "N"
"N_25" 0.332853025936599 "N"
"N_25" 0.316221765913758 "N"
"N_26" 0.661172161172161 "N"
"N_26" 0.306737588652482 "N"
"N_26" 0.292286874154262 "N"
"N_26" 0.140251317389542 "N"
"N_26" 0.134659276165634 "N"
"N_27" 0.629669156883671 "N"
"N_27" 0.413379073756432 "N"
"N_27" 0.30195177956372 "N"
"N_27" 0.232618025751073 "N"
"N_27" 0.202258726899384 "N"
"N_28" 0.558139534883721 "N"
"N_28" 0.549180327868853 "N"
"N_28" 0.491116751269035 "N"
"N_28" 0.434569247546347 "N"
"N_28" 0.410089020771513 "N"
"N_29" 0.365605658709107 "N"
"N_29" 0.364030335861322 "N"
"N_29" 0.356771873751498 "N"
"N_29" 0.339239571797711 "N"
"N_29" 0.287172011661807 "N"
"N_3" 0.498945147679325 "N"
"N_3" 0.433547204399633 "N"
"N_3" 0.394974874371859 "N"
"N_3" 0.323284823284823 "N"
"N_3" 0.256602112676056 "N"
"N_30" 0.285191956124314 "N"
"N_30" 0.261875761266748 "N"
"N_30" 0.235824742268041 "N"
"N_30" 0.234545454545455 "N"
"N_30" 0.220216606498195 "N"
"N_31" 0.36963696369637 "N"
"N_31" 0.359042553191489 "N"
"N_31" 0.354148082069581 "N"
"N_31" 0.33721898417985 "N"
"N_31" 0.302681992337165 "N"
"N_32" 0.419825072886297 "N"
"N_32" 0.245463228271251 "N"
"N_32" 0.224121557454891 "N"
"N_32" 0.197889182058047 "N"
"N_32" 0.19078947368421 "N"
"N_33" 0.30716723549488 "N"
"N_33" 0.293313069908815 "N"
"N_33" 0.290166577109081 "N"
"N_33" 0.27765843179377 "N"
"N_33" 0.275687815833801 "N"
"N_34" 0.390253725332259 "N"
"N_34" 0.3367434 "N"
"N_34" 0.289263947491796 "N"
"N_34" 0.282683769116922 "N"
"N_34" 0.26783042394015 "N"
"N_35" 0.22509505703422 "N"
"N_35" 0.224191063174114 "N"
"N_35" 0.212765957446808 "N"
"N_35" 0.209302325581395 "N"
"N_35" 0.184016118200134 "N"
"N_4" 0.707116788321168 "N"
"N_4" 0.595298068849706 "N"
"N_4" 0.471060171919771 "N"
"N_4" 0.452064380685794 "N"
"N_4" 0.400200100050025 "N"
"N_5" 0.696524064171123 "N"
"N_5" 0.51235230934479 "N"
"N_5" 0.458974358974359 "N"
"N_5" 0.419087136929461 "N"
"N_5" 0.406421299921691 "N"
"N_6" 0.423366834170854 "N"
"N_6" 0.358490566037736 "N"
"N_6" 0.343409915356711 "N"
"N_6" 0.32624867162593 "N"
"N_6" 0.311166875784191 "N"
"N_7" 0.658798283261802 "N"
"N_7" 0.490445859872611 "N"
"N_7" 0.406342913776016 "N"
"N_7" 0.387576552930884 "N"
"N_7" 0.3731048 "N"
"N_8" 0.678571428571429 "N"
"N_8" 0.531058020477816 "N"
"N_8" 0.521680216802168 "N"
"N_8" 0.501877346683354 "N"
"N_8" 0.486220472440945 "N"
"N_9" 0.674725274725275 "N"
"N_9" 0.590094836670179 "N"
"N_9" 0.392605633802817 "N"
"N_9" 0.363256784968685 "N"
"N_9" 0.350343473994112 "N"
"O_0" 0.350813743218806 "O"
"O_0" 0.286858974358974 "O"
"O_0" 0.282430213464696 "O"
"O_0" 0.28178243774574 "O"
"O_0" 0.25187969924812 "O"
"O_1" 0.366197183098591 "O"
"O_1" 0.357615894039735 "O"
"O_1" 0.329218106995885 "O"
"O_1" 0.2993827 "O"
"O_1" 0.255539143279173 "O"
"O_10" 0.403846153846154 "O"
"O_10" 0.368869936034115 "O"
"O_10" 0.363725490196078 "O"
"O_10" 0.339449541284404 "O"
"O_10" 0.332207207207207 "O"
"O_11" 0.340807174887892 "O"
"O_11" 0.333613445378151 "O"
"O_11" 0.323161189358372 "O"
"O_11" 0.313837375178317 "O"
"O_11" 0.311125485122898 "O"
"O_12" 0.277456647398844 "O"
"O_12" 0.233160621761658 "O"
"O_12" 0.232044198895028 "O"
"O_12" 0.224043715846995 "O"
"O_12" 0.190954773869347 "O"
"O_13" 0.326923076923077 "O"
"O_13" 0.314516129032258 "O"
"O_13" 0.2886598 "O"
"O_13" 0.28125 "O"
"O_13" 0.252676659528908 "O"
"O_14" 0.310667498440424 "O"
"O_14" 0.297897196261682 "O"
"O_14" 0.25273631840796 "O"
"O_14" 0.2461257976299 "O"
"O_14" 0.2459954 "O"
"O_15" 0.152815013404826 "O"
"O_15" 0.131666666666667 "O"
"O_15" 0.13072625698324 "O"
"O_15" 0.101671309192201 "O"
"O_15" 0.101063829787234 "O"
"O_16" 0.198100407055631 "O"
"O_16" 0.125260960334029 "O"
"O_16" 0.119617224880383 "O"
"O_16" 0.109324758842444 "O"
"O_16" 0.0947775628626692 "O"
"O_17" 0.448775055679287 "O"
"O_17" 0.409975669099757 "O"
"O_17" 0.406342913776016 "O"
"O_17" 0.390900649953575 "O"
"O_17" 0.359042553191489 "O"
"O_18" 0.313244047619048 "O"
"O_18" 0.280539174389216 "O"
"O_18" 0.278538812785388 "O"
"O_18" 0.274725274725275 "O"
"O_18" 0.269776876267748 "O"
"O_19" 0.395148669796557 "O"
"O_19" 0.337390128465179 "O"
"O_19" 0.313407344150299 "O"
"O_19" 0.258312020460358 "O"
"O_19" 0.248625534514355 "O"
"O_2" 0.332853025936599 "O"
"O_2" 0.287698412698413 "O"
"O_2" 0.2798834 "O"
"O_2" 0.266471449487555 "O"
"O_2" 0.265625 "O"
"O_20" 0.458974358974359 "O"
"O_20" 0.440366972477064 "O"
"O_20" 0.36644591611479 "O"
"O_20" 0.3462733 "O"
"O_20" 0.319805194805195 "O"
"O_21" 0.201117318435754 "O"
"O_21" 0.14410480349345 "O"
"O_21" 0.1364653 "O"
"O_21" 0.133928571428571 "O"
"O_21" 0.131771595900439 "O"
"O_22" 0.144273127753304 "O"
"O_22" 0.135791366906475 "O"
"O_22" 0.133768352365416 "O"
"O_22" 0.132374100719424 "O"
"O_22" 0.127659574468085 "O"
"O_23" 0.30195177956372 "O"
"O_23" 0.269030239833159 "O"
"O_23" 0.201077199281867 "O"
"O_23" 0.194043321299639 "O"
"O_23" 0.192796610169492 "O"
"O_24" 0.3125 "O"
"O_24" 0.307835820895522 "O"
"O_24" 0.274509803921569 "O"
"O_24" 0.273522975929978 "O"
"O_24" 0.248434237995825 "O"
"O_25" 0.294565217391304 "O"
"O_25" 0.2757062 "O"
"O_25" 0.268023255813953 "O"
"O_25" 0.2391702 "O"
"O_25" 0.21195652173913 "O"
"O_26" 0.274390243902439 "O"
"O_26" 0.267326732673267 "O"
"O_26" 0.189189189189189 "O"
"O_26" 0.182108626198083 "O"
"O_26" 0.161490683229814 "O"
"O_27" 0.33721898417985 "O"
"O_27" 0.277427490542245 "O"
"O_27" 0.247956403269755 "O"
"O_27" 0.244444444444444 "O"
"O_27" 0.240232751454697 "O"
"O_28" 0.338443396226415 "O"
"O_28" 0.193439865433137 "O"
"O_28" 0.181818181818182 "O"
"O_28" 0.181067344345616 "O"
"O_28" 0.177278401997503 "O"
"O_29" 0.364754098360656 "O"
"O_29" 0.306737588652482 "O"
"O_29" 0.212224108658744 "O"
"O_29" 0.181818181818182 "O"
"O_29" 0.0846153846153846 "O"
"O_3" 0.306666666666667 "O"
"O_3" 0.2945205 "O"
"O_3" 0.294117647058823 "O"
"O_3" 0.266187050359712 "O"
"O_3" 0.2426778 "O"
"O_4" 0.222602739726027 "O"
"O_4" 0.203174603174603 "O"
"O_4" 0.196319 "O"
"O_4" 0.195652173913043 "O"
"O_4" 0.191860465116279 "O"
"O_5" 0.257575757575758 "O"
"O_5" 0.234545454545455 "O"
"O_5" 0.227799227799228 "O"
"O_5" 0.215909090909091 "O"
"O_5" 0.204472843450479 "O"
"O_6" 0.3472222 "O"
"O_6" 0.345864661654135 "O"
"O_6" 0.317241379310345 "O"
"O_6" 0.298850574712644 "O"
"O_6" 0.280701754385965 "O"
"O_7" 0.312590448625181 "O"
"O_7" 0.25593395252838 "O"
"O_7" 0.252777777777778 "O"
"O_7" 0.251184834123223 "O"
"O_7" 0.250970245795601 "O"
"O_8" 0.305666400638468 "O"
"O_8" 0.285714285714286 "O"
"O_8" 0.275968039336202 "O"
"O_8" 0.275118004045853 "O"
"O_8" 0.270536692223439 "O"
"O_9" 0.406403940886699 "O"
"O_9" 0.350343473994112 "O"
"O_9" 0.335308056872038 "O"
"O_9" 0.32378223495702 "O"
"O_9" 0.284340659340659 "O"
"P_0" 0.417040358744394 "P"
"P_0" 0.406421299921691 "P"
"P_0" 0.366251944012442 "P"
"P_0" 0.33948087431694 "P"
"P_0" 0.324832214765101 "P"
"P_1" 0.318930041152263 "P"
"P_1" 0.303048416019127 "P"
"P_1" 0.296 "P"
"P_1" 0.241396761133603 "P"
"P_1" 0.236457437661221 "P"
"P_10" 0.2883008 "P"
"P_10" 0.2757062 "P"
"P_10" 0.2459954 "P"
"P_10" 0.2407295 "P"
"P_10" 0.2009396 "P"
"P_11" 0.4674735 "P"
"P_11" 0.4253222 "P"
"P_11" 0.4170616 "P"
"P_11" 0.407629 "P"
"P_11" 0.2674581 "P"
"P_12" 0.3462733 "P"
"P_12" 0.3447099 "P"
"P_12" 0.3114323 "P"
"P_12" 0.29625 "P"
"P_12" 0.2767442 "P"
"P_13" 0.2626363 "P"
"P_13" 0.2391702 "P"
"P_13" 0.2301387 "P"
"P_13" 0.2109479 "P"
"P_13" 0.1953125 "P"
"P_14" 0.1629747 "P"
"P_14" 0.1524621 "P"
"P_14" 0.1486842 "P"
"P_14" 0.1343284 "P"
"P_14" 0.1225423 "P"
"P_2" 0.390253725332259 "P"
"P_2" 0.190963855421687 "P"
"P_2" 0.173403853418965 "P"
"P_2" 0.151898734177215 "P"
"P_2" 0.148700673724735 "P"
"P_3" 0.443413729128015 "P"
"P_3" 0.435368043087971 "P"
"P_3" 0.363725490196078 "P"
"P_3" 0.338447653429603 "P"
"P_3" 0.322137404580153 "P"
"P_4" 0.263973063973064 "P"
"P_4" 0.237563085796683 "P"
"P_4" 0.236713588049411 "P"
"P_4" 0.235133287764867 "P"
"P_4" 0.224276767074262 "P"
"P_5" 0.461123595505618 "P"
"P_5" 0.441188609162196 "P"
"P_5" 0.406219151036525 "P"
"P_5" 0.400200100050025 "P"
"P_5" 0.382378472222222 "P"
"P_6" 0.3731048 "P"
"P_6" 0.3462017 "P"
"P_6" 0.3250169 "P"
"P_6" 0.3105679 "P"
"P_6" 0.2907303 "P"
"P_7" 0.2796296 "P"
"P_7" 0.2692308 "P"
"P_7" 0.2582278 "P"
"P_7" 0.2562442 "P"
"P_7" 0.2510187 "P"
"P_8" 0.3367434 "P"
"P_8" 0.1931271 "P"
"P_8" 0.1744878 "P"
"P_8" 0.1714286 "P"
"P_8" 0.1688951 "P"
"P_9" 0.3648886 "P"
"P_9" 0.3644578 "P"
"P_9" 0.3643123 "P"
"P_9" 0.3594771 "P"
"P_9" 0.3590171 "P"
"Q_0" 0.1424904 "Q"
"Q_0" 0.1348243 "Q"
"Q_0" 0.1294416 "Q"
"Q_0" 0.1285628 "Q"
"Q_0" 0.1279743 "Q"
"Q_1" 0.07142857 "Q"
"Q_1" 0.06603774 "Q"
"Q_1" 0.06086957 "Q"
"Q_1" 0.06010929 "Q"
"Q_1" 0.05691057 "Q"
"Q_10" 0.3125 "Q"
"Q_10" 0.2945205 "Q"
"Q_10" 0.281768 "Q"
"Q_10" 0.24 "Q"
"Q_10" 0.2307692 "Q"
"Q_11" 0.1923077 "Q"
"Q_11" 0.1549296 "Q"
"Q_11" 0.1296296 "Q"
"Q_11" 0.1212121 "Q"
"Q_11" 0.1111111 "Q"
"Q_12" 0.2058288 "Q"
"Q_12" 0.1974359 "Q"
"Q_12" 0.1961415 "Q"
"Q_12" 0.1647799 "Q"
"Q_12" 0.1636829 "Q"
"Q_13" 0.0862069 "Q"
"Q_13" 0.0625 "Q"
"Q_13" 0.05555556 "Q"
"Q_13" 0.03703704 "Q"
"Q_13" 0.03592814 "Q"
"Q_14" 0.2377049 "Q"
"Q_14" 0.2307692 "Q"
"Q_14" 0.2169811 "Q"
"Q_14" 0.2111111 "Q"
"Q_14" 0.2105263 "Q"
"Q_15" 0.178744 "Q"
"Q_15" 0.1660377 "Q"
"Q_15" 0.1594828 "Q"
"Q_15" 0.15625 "Q"
"Q_15" 0.1524664 "Q"
"Q_16" 0.1071429 "Q"
"Q_16" 0.03703704 "Q"
"Q_16" 0.02702703 "Q"
"Q_16" 0.02083333 "Q"
"Q_16" 0.01312336 "Q"
"Q_17" 0.1621622 "Q"
"Q_17" 0.1428571 "Q"
"Q_17" 0.1176471 "Q"
"Q_17" 0.1103896 "Q"
"Q_17" 0.07291667 "Q"
"Q_18" 0.3484848 "Q"
"Q_18" 0.3170732 "Q"
"Q_18" 0.2747748 "Q"
"Q_18" 0.2680412 "Q"
"Q_18" 0.25 "Q"
"Q_2" 0.1802575 "Q"
"Q_2" 0.1624905 "Q"
"Q_2" 0.1613603 "Q"
"Q_2" 0.1572227 "Q"
"Q_2" 0.1563663 "Q"
"Q_3" 0.294964 "Q"
"Q_3" 0.2355212 "Q"
"Q_3" 0.2309278 "Q"
"Q_3" 0.2291667 "Q"
"Q_3" 0.221843 "Q"
"Q_4" 0.1818182 "Q"
"Q_4" 0.1434783 "Q"
"Q_4" 0.1411765 "Q"
"Q_4" 0.05928854 "Q"
"Q_4" 0.05555556 "Q"
"Q_5" 0.3139932 "Q"
"Q_5" 0.3010753 "Q"
"Q_5" 0.2993827 "Q"
"Q_5" 0.2960373 "Q"
"Q_5" 0.2531646 "Q"
"Q_6" 0.2978723 "Q"
"Q_6" 0.2893082 "Q"
"Q_6" 0.2566372 "Q"
"Q_6" 0.2558923 "Q"
"Q_6" 0.2392157 "Q"
"Q_7" 0.3472222 "Q"
"Q_7" 0.3168317 "Q"
"Q_7" 0.3122172 "Q"
"Q_7" 0.2931937 "Q"
"Q_7" 0.2886598 "Q"
"Q_8" 0.1058824 "Q"
"Q_8" 0.1047619 "Q"
"Q_8" 0.1025641 "Q"
"Q_8" 0.1 "Q"
"Q_8" 0.0962963 "Q"
"Q_9" 0.2 "Q"
"Q_9" 0.1521739 "Q"
"Q_9" 0.1388889 "Q"
"Q_9" 0.1376147 "Q"
"Q_9" 0.1333333 "Q"
